"> 时间","> 描述","> 类别标签","> 开始日期","> 结束日期","> 备注","> 标识码"
"1.017","评审回复","4BK","2016-03-18 19:55:53","2016-03-18 20:56:53","","eK7QsQEDS5a06Kck4ywaCA"
"0.649","程序调节","4BK","2016-03-18 19:06:45","2016-03-18 19:45:42","","C2TFNE3XQ5at1YaGzydL6w"
"1.032","程序调节","4BK","2016-03-18 16:26:24","2016-03-18 17:28:19","","5KmJgmePQCeWqMTRt7vmvw"
"1.000","机器学习算法","1A","2016-03-18 15:00:37","2016-03-18 16:00:37","","OP4EtDmaTCWSdhZxEcmBRA"
"1.150","机器学习简单总结","1A","2016-03-18 13:45:53","2016-03-18 14:54:53","","V-Ji-XbxQiysFGPMAuSt2A"
"1.453","投简历时瞎想","4Pr","2016-03-18 10:25:43","2016-03-18 11:52:53","","38Mc41gLTwiY4uXHenr8AA"
"0.917","找实习信息","1J","2016-03-18 09:30:21","2016-03-18 10:25:21","","TdIxgaE4St-c9u4UJoEvdg"
"0.967","瞎整理及日记","2PM","2016-03-18 08:30:45","2016-03-18 09:28:45","","p9HdmPNvTtWVSfvsejDBuw"
"0.710","继续调试程序","4BK","2016-03-17 21:50:06","2016-03-17 22:32:41","","DmSJ_rI8SmKCH_9P5Gy8sw"
"2.481","一段程序","4BK","2016-03-17 18:57:12","2016-03-17 21:26:04","","6snMKvo_Tmy0N0gWYov_kQ"
"2.800","排序算法","1C","2016-03-17 14:40:59","2016-03-17 17:28:59","","r304tsDQT_qKDIhTH6Zq2g"
"0.718","腾讯简历","1J","2016-03-17 13:53:40","2016-03-17 14:36:45","","kknKwhVvSrWKlIwqgg8j-Q"
"1.705","论文回复","4BK","2016-03-17 10:43:36","2016-03-17 12:25:55","","tFBEHL0tQlOtt75rm4Z8lg"
"0.900","论文回复，思路混乱","4BK","2016-03-17 09:40:31","2016-03-17 10:34:31","","h1SiL7BnSZ2loCJ4h5IQJQ"
"0.583","记录搜狐面试，自己写的太啰嗦了。","2PM","2016-03-17 09:00:13","2016-03-17 09:35:13","","kbBXDPADSleanIrOqsvg9g"
"0.333","日记","2PM","2016-03-17 08:40:13","2016-03-17 09:00:13","","9wbuzmSYQTG1f72AEJHkBA"
"1.333","听“能量树”分享","2R","2016-03-16 21:00:14","2016-03-16 22:20:14","","mFFLGGCETYaG-5_yjDX2kA"
"1.667","填阿里简历","1J","2016-03-16 19:20:14","2016-03-16 21:00:14","","C25YWQbtRIGqB4k3Kl5Kcw"
"2.000","恶习","4Pr","2016-03-16 16:00:14","2016-03-16 18:00:14","","7bYRtZLCQsOLukOb76sp9A"
"2.000","状态很差，看电影","4E","2016-03-16 13:30:14","2016-03-16 15:30:14","","iYa-Sk9aSJW20uI3nH8I3g"
"4.000","科目四考试","4O","2016-03-16 08:00:14","2016-03-16 12:00:14","","AAgWmbHkSOu7H2h3sVQdrQ"
"4.333","看科目四","4O","2016-03-15 18:10:13","2016-03-15 22:30:13","","fvsmSpwtSsGCDf1Tg0DdgA"
"0.962","看科目四","4O","2016-03-15 15:45:30","2016-03-15 16:43:13","","DB7wVtmbSRSx1noIzyVKOg"
"0.833","跑腿报销","4BR","2016-03-15 14:40:21","2016-03-15 15:30:21","","0WkLHwBaQHulptcbna-_3g"
"1.000","论文回复","4BK","2016-03-15 13:30:13","2016-03-15 14:30:13","","lfIp8cv6SdSp50SMgoZckw"
"3.433","搜狐面试","1J","2016-03-15 08:30:57","2016-03-15 11:56:57","","ReeZCYQCRwqAY0KqYA5D7A"
"1.500","机器学习知识，准备搜狐笔试","1A","2016-03-14 22:00:13","2016-03-14 23:30:13","","SBtDjlCnTIebaktdFTOBTg"
"0.417","论文回复，状态很差","4BK","2016-03-14 20:00:22","2016-03-14 20:25:22","","hE_oUmLASPGNaH2TIU-CQw"
"1.286","论文回复","4BK","2016-03-14 18:23:47","2016-03-14 19:40:56","","ybjqPdj_RQK3ImLenL5mMA"
"3.000","搜狐笔试","1J","2016-03-14 14:00:50","2016-03-14 17:00:50","","c4nkmwAkR7OX8m76_FO28w"
"3.076","论文回复","4BK","2016-03-14 08:38:10","2016-03-14 11:42:42","","0PWN0_yWTjSTxOpHFfwOrg"
"2.000","PAT一道题，做错","1C","2016-03-13 20:20:09","2016-03-13 22:20:09","","qfT_xjLvQoWghEhcs0NpmA"
"0.750","跟家里人聊","4Pr","2016-03-13 19:20:14","2016-03-13 20:05:14","","3nvguuY5TaeBsCn8taHafw"
"1.000","PAT总结","1C","2016-03-13 18:20:14","2016-03-13 19:20:14","","UYJqSiqST5yPHiBeRXnTwA"
"0.333","投华为","1J","2016-03-13 16:30:14","2016-03-13 16:50:14","","83jtYeY7QFaahyflax3kFg"
"1.536","论文评审回复，状态很差","4BK","2016-03-13 14:41:04","2016-03-13 16:13:14","","3gtTrIZJQI2zda_ULiEqAQ"
"0.798","读论文","4BK","2016-03-13 13:39:28","2016-03-13 14:27:19","","ZYWBTJPmQ_-Eu6Loyc8RYw"
"0.333","去银行","4O","2016-03-13 12:50:59","2016-03-13 13:10:59","","ftezdH1dRU2QFwWeBRbeLQ"
"0.289","读论文","4BK","2016-03-13 11:07:06","2016-03-13 11:24:28","","3n5ArAkiTl23vecYRmGE1g"
"0.417","看科目四","4O","2016-03-13 10:20:33","2016-03-13 10:45:33","","ii4zDnaoRlu7Q_qrQHizNA"
"3.000","恶习","4Pr","2016-03-13 06:30:24","2016-03-13 09:30:24","","5mLEMi-uROKNUvP9Tyrr3w"
"3.000","看电影","4E","2016-03-12 18:00:24","2016-03-12 21:00:24","","dCilypDGQx-iUaVr3VQS9Q"
"3.250","PAT考试","1C","2016-03-12 13:20:24","2016-03-12 16:35:24","","zCKybgR5Qt66sLsJJd7SNg"
"1.170","PAT","1C","2016-03-12 10:26:12","2016-03-12 11:36:24","","nIPbHvGYQeGsh0Z4zAW8sA"
"0.417","看综艺节目","4Pr","2016-03-12 10:00:50","2016-03-12 10:25:50","","IKr_CKeMRr-Q1tmiK0IFRw"
"1.244","PAT","1C","2016-03-12 08:41:42","2016-03-12 09:56:19","","WepFejGlTfqTIf184wpKIw"
"2.000","PAT","1C","2016-03-11 20:30:28","2016-03-11 22:30:28","","0Y67tuBfSfSkotner1_3hA"
"1.500","聚餐","4O","2016-03-11 18:30:28","2016-03-11 20:00:28","","PCbzeK4zSkeMZNiDVuRrgg"
"1.000","开会","4BR","2016-03-11 16:10:28","2016-03-11 17:10:28","","FthiMGw_RoWSP89EKEifrA"
"2.428","PAT","1C","2016-03-11 13:39:47","2016-03-11 16:05:28","","WPNXMwoARbGp2QYHKDTXnw"
"0.833","看C++问题","1C","2016-03-11 11:10:09","2016-03-11 12:00:09","","3Jnk1d-vQ6CSui1RrBj-bQ"
"0.289","跑腿报销","4BR","2016-03-11 10:40:48","2016-03-11 10:58:09","","7bWO9jQ6SQaXuyGw6I9O_g"
"0.265","跑腿报销","4BR","2016-03-11 10:14:16","2016-03-11 10:30:10","","6pZMXRjaQWmWShlHSigxXg"
"0.996","看C++问题","1C","2016-03-11 09:12:40","2016-03-11 10:12:27","","9LK-OvQSTsWOctwL1XS56g"
"0.264","读书笔记","2R","2016-03-11 08:44:37","2016-03-11 09:00:29","","YET2_9-jSfmO3-a4GN20Zg"
"1.217","PAT一道题想都想不出来","1C","2016-03-10 21:50:04","2016-03-10 23:03:04","","GPkb8q7zRGOWphbooG6J3w"
"0.500","Pat一道题","1C","2016-03-10 21:20:04","2016-03-10 21:50:04","","B5xWXZG8Tjq7eueFr_NLEg"
"0.862","Pat，2道简单题","1C","2016-03-10 20:26:28","2016-03-10 21:18:12","","IfVcR0G2Qay8dW7Lhekeyg"
"0.300","简历修改","1J","2016-03-10 19:22:01","2016-03-10 19:40:01","","YuxcGE66QxOEao7A_K_btA"
"0.917","发传单","4O","2016-03-10 16:35:42","2016-03-10 17:30:42","","b8Q6O3GaRcqcNWiMblQVRA"
"2.918","Pat一道题","1C","2016-03-10 13:40:36","2016-03-10 16:35:42","","z1ccaX15Sp-Lhsm7qiA_rQ"
"1.000","跑腿报销","4BR","2016-03-10 10:30:04","2016-03-10 11:30:04","","Dr7FS3N8QMm0PKRzi_59RA"
"0.748","Xu程序","4BK","2016-03-10 09:43:40","2016-03-10 10:28:31","","xTq4z16wRCGVM6uc5W_jzw"
"1.250","月记","2PM","2016-03-10 08:20:24","2016-03-10 09:35:24","","rRx270IOQ_CWG8bJyVb4sA"
"1.943","pat想一个问题","1C","2016-03-09 20:51:06","2016-03-09 22:47:42","","XmTyqWqtSXex3M-KN0K6Kg"
"0.333","简历和阿里","1J","2016-03-09 20:30:42","2016-03-09 20:50:42","","K0pEYi53S6W_jNfLimR8gg"
"0.333","给大师写评语","4O","2016-03-09 20:10:29","2016-03-09 20:30:29","","Pxou4XoFQNqYB02ZtTpJxQ"
"0.906","跟同学打电话","4O","2016-03-09 19:09:21","2016-03-09 20:03:44","","mAyhSSR0Q9ioilLaIibaqQ"
"0.500","报销","4BK","2016-03-09 16:55:52","2016-03-09 17:25:52","","h-B5IPxqSjKJFclkDgGyxw"
"3.476","改简历","1J","2016-03-09 13:27:16","2016-03-09 16:55:50","","tR3PXT3XQrK9OPIsuWX1nw"
"0.858","pat想一个问题","1C","2016-03-09 11:15:23","2016-03-09 12:06:53","","QiiF2YgFQS6MYkpCBFpkkQ"
"0.462","PAT总结","1C","2016-03-09 10:36:41","2016-03-09 11:04:24","","yuqjBzUBRhmajOQMYSqopA"
"0.350","日记","2PM","2016-03-09 10:15:24","2016-03-09 10:36:24","","AcOvOsDaSW6id8ek8WUkjQ"
"0.833","拆书战队","2R","2016-03-09 09:20:35","2016-03-09 10:10:35","","cGsXobGkQMGzqXaO6WYYgA"
"0.709","早晨来后琐事","4Pr","2016-03-09 08:25:37","2016-03-09 09:08:09","","KiG7CNnIQn2mN2kBEmMp7w"
"2.500","毕业答辩","4O","2016-03-08 19:10:03","2016-03-08 21:40:03","","jEzlIJ26S5GGHUuHWqCYlg"
"1.708","pat想一个问题","1C","2016-03-08 15:52:14","2016-03-08 17:34:41","","0cYForx_S7y63PPN0DhyuA"
"1.850","查招聘流程，思路混乱","1J","2016-03-08 14:00:41","2016-03-08 15:51:41","","z_i9kn3qT4qogr8bxvkKsA"
"1.217","一団乱","1J","2016-03-08 12:40:13","2016-03-08 13:53:13","","M-mYhbqVRme82Oe-Jtpq6w"
"0.156","Pat思考","1C","2016-03-08 11:06:18","2016-03-08 11:15:39","","2nZQBHuYQH2By9bSqb6QUw"
"0.643","Pat一道题","1C","2016-03-08 10:24:22","2016-03-08 11:02:58","","cPRD9vyvQLeC2ixMFpi9mw"
"0.945","Pat一道题","1C","2016-03-08 09:03:27","2016-03-08 10:00:09","","GosaYni4SZ6_QvYhenXK0A"
"1.167","论文修改状态很差","4BK","2016-03-07 20:00:42","2016-03-07 21:10:42","","A43z_ponQXyHCU3abnt1aQ"
"1.005","Pat一道题","1C","2016-03-07 18:53:51","2016-03-07 19:54:09","","_7kpVD9ST4q--faUMZeB0Q"
"2.500","论文修改，状态很差","4BK","2016-03-07 14:30:05","2016-03-07 17:00:05","","gmpHEr26QyaqD7GqZz2fFA"
"0.936","论文增加条件熵","4BK","2016-03-07 13:23:39","2016-03-07 14:19:47","","AfvaFWZuTBqw_zkyhnTIoA"
"1.074","Pat一道题及C++","1C","2016-03-07 10:48:55","2016-03-07 11:53:21","","Z9W0pdFsRv2yYbSitZ9_pw"
"0.343","Pat","1C","2016-03-07 10:09:04","2016-03-07 10:29:40","","LCi1j-sjSK6LQh_Px9PQ5Q"
"0.750","心里很乱","4Pr","2016-03-07 09:15:26","2016-03-07 10:00:26","","6beoaD4VQuqqJa9DuEQtXA"
"0.116","《麦肯锡教我的思考武器》读书笔记","2R","2016-03-07 09:04:26","2016-03-07 09:11:22","","Xq_6qHk4SISiUKZlBTJuHA"
"0.318","《麦肯锡教我的思考武器》读书笔记","2R","2016-03-07 08:36:22","2016-03-07 08:55:25","","2nCgOjCGTly1nn7xR4DqAQ"
"2.167","简历","1J","2016-03-06 20:20:38","2016-03-06 22:30:38","","7Lnu43U6QSmgWXPRMTF3-g"
"0.596","写简历","1J","2016-03-06 19:29:44","2016-03-06 20:05:30","","1VwJjd8hSbeL02-T1VsmAg"
"1.248","Pat一道题","1C","2016-03-06 16:31:20","2016-03-06 17:46:14","","Fbwf2MDPQLGBgojBkkJr5w"
"0.108","Xu程序","4BK","2016-03-06 16:18:32","2016-03-06 16:25:02","","V4pgxrjRTc6WI8VqUDoJoA"
"2.000","写简历","1J","2016-03-06 14:05:07","2016-03-06 16:05:07","","k1bwAqxwQoeJjE0pTBBP3w"
"2.483","写简历","1J","2016-03-06 10:01:37","2016-03-06 12:30:34","","p1MBuO0SSb6G3KpoWIJLkA"
"0.500","日记","2PM","2016-03-06 09:30:06","2016-03-06 10:00:06","","4Bd6Wh9kRQKnoki6BP_1Kw"
"0.583","《麦肯锡教我的思考武器》读书笔记","2R","2016-03-06 08:50:06","2016-03-06 09:25:06","","R7B3QxA3QfyUaavCTyxWCg"
"0.333","看综艺节目","4Pr","2016-03-06 08:20:06","2016-03-06 08:40:06","","_1dR3ItMRYiGm4YofQSUCQ"
"1.167","简历，但思路不清","1J","2016-03-05 21:40:48","2016-03-05 22:50:48","","UfQuI4YKR4SmX5INYkmnsQ"
"0.833","C++学习","1C","2016-03-05 20:40:21","2016-03-05 21:30:21","","Mty_qU2lR_KrMIzrhH6wcA"
"0.333","Xu程序在另一台电脑跑起来","4BK","2016-03-05 20:20:21","2016-03-05 20:40:21","","1CxBHXoRScKtrQux3rNfRg"
"4.000","逛街，买鞋","4Pr","2016-03-05 13:00:27","2016-03-05 17:00:27","","mfTBTnmLT_2Q7Brz6UJ0AA"
"0.978","Xu程序跑起来","4BK","2016-03-05 10:51:51","2016-03-05 11:50:30","","aPvXY_kIQe-aW3ex-QaFlw"
"1.369","树问题","1C","2016-03-05 09:23:32","2016-03-05 10:45:39","","nHuL5DsbQuilUfRHS77V6g"
"0.867","写日记及跟同学聊","2PM","2016-03-05 08:30:57","2016-03-05 09:22:57","","QYkHeL8oSNGivTRkmLcZJQ"
"1.833","Xu程序,自己乱想","4BK","2016-03-04 21:30:13","2016-03-04 23:20:13","","tEcqSmQWSZWa6sbGQcCLMw"
"0.667","打印及跟boss聊","4BR","2016-03-04 20:20:13","2016-03-04 21:00:13","","oX95xI6qSLaADvr7oCsnGw"
"0.875","简历","4Pr","2016-03-04 19:21:43","2016-03-04 20:14:13","","xykfx1qgQH-Rhsv628IJQQ"
"0.667","看电视剧","4Pr","2016-03-04 18:20:22","2016-03-04 19:00:22","","0evR_r7CQ32PnzPb7TY21w"
"0.917","跟boss聊","4BK","2016-03-04 16:05:00","2016-03-04 17:00:00","","EMc_ZzytRpWmTKXwdeWS3g"
"0.836","找C++方面的电子书","3OL","2016-03-04 15:10:42","2016-03-04 16:00:51","","j_cILWCcSoCThBcQxKwgag"
"0.333","水费","4O","2016-03-04 14:30:32","2016-03-04 14:50:32","","jyfV8-kETz2roJWqIuSjsw"
"0.750","看电视剧","4Pr","2016-03-04 13:25:32","2016-03-04 14:10:32","","DTEfoP30R8i6QBvMU0A9DA"
"1.378","论文检查","4BK","2016-03-04 11:08:08","2016-03-04 12:30:49","","lcZtiAe8SlSAr8j8QRu4cQ"
"0.500","看综艺节目","4Pr","2016-03-04 10:35:45","2016-03-04 11:05:45","","wZompNMGQomEjs_psaj-Sg"
"1.400","论文检查，但只看了前2步分","4BK","2016-03-04 09:05:36","2016-03-04 10:29:36","","PsFDFgTQTj27wtn_D5X0Ug"
"0.367","日记","2PM","2016-03-04 08:40:59","2016-03-04 09:02:59","","RDdvf8KQQyS226nEvGX__A"
"0.737","论文修改错误","4BK","2016-03-03 22:39:20","2016-03-03 23:23:33","","hD6IZGslQF2COHOSwZL8Nw"
"2.483","描述一个简单的分类系统","4BK","2016-03-03 20:00:34","2016-03-03 22:29:34","","ADG-m8wgQceGMqgl36G2QA"
"0.717","论文得一个问题，没思路","4BK","2016-03-03 19:05:09","2016-03-03 19:48:09","","tRES6xlyRxGHT58XOqCoEA"
"0.333","看电视剧","4Pr","2016-03-03 18:30:09","2016-03-03 18:50:09","","6r_BIASoS2ehQk55inkm7g"
"1.730","Pat","1C","2016-03-03 15:51:06","2016-03-03 17:34:53","","aa3Va3kOQTGHJbl6xjINYg"
"2.449","主要解决了条件熵问题","4BK","2016-03-03 13:12:39","2016-03-03 15:39:36","","OCw--2SbSZ--LrLapR0mbw"
"1.167","Pat及C++","1C","2016-03-03 10:20:37","2016-03-03 11:30:37","","NpMhpC7gR8We3Tb85BAxlg"
"0.931","Pat一道题","1C","2016-03-03 09:12:12","2016-03-03 10:08:04","","3kS5wgF_QUayjQHuDJ2Ykg"
"0.467","瞎整理文件","2PM","2016-03-03 08:40:48","2016-03-03 09:08:48","","eDHUdCgYSzyy81gkpdKjeA"
"0.333","日记","2PM","2016-03-03 08:20:27","2016-03-03 08:40:27","","jisJdkpYSiKfWNuhn-82SQ"
"1.967","Pat一道题及总结","1C","2016-03-02 21:00:07","2016-03-02 22:58:09","","hxZvO86ISPyJQeER_0xOUw"
"0.317","想着问老乡犹豫不决","4Pr","2016-03-02 20:40:03","2016-03-02 20:59:03","","ZKdAX2dJTFafu2G2rEFNxA"
"0.583","拆书战队","2R","2016-03-02 20:00:34","2016-03-02 20:35:34","","u50LZ21VS8G33pX0egnMkg"
"0.676","《麦肯锡教我的思考武器》","2R","2016-03-02 19:13:38","2016-03-02 19:54:13","","OQaWWHreR3moBSdVIgdeCw"
"0.598","《麦肯锡教我的思考武器》","2R","2016-03-02 18:30:12","2016-03-02 19:06:06","","4FQEyIHMQ2Kt7ytImfpnzw"
"1.226","乱找实习信息","4Pr","2016-03-02 15:44:57","2016-03-02 16:58:30","","0ly_-F9mTOycqi4riL8Ozw"
"0.112","不知道该干什么","4Pr","2016-03-02 15:20:30","2016-03-02 15:27:13","","Xt3gH9imR1eTHVjCam3TDg"
"0.555","Pat想道题","1C","2016-03-02 14:29:58","2016-03-02 15:03:15","","BF9LUTaFT1SDBr1923-HTg"
"1.000","《麦肯锡教我的思考武器》依然没有快速读","2R","2016-03-02 13:15:16","2016-03-02 14:15:16","","ovkjk9sARcycJIQ4hnuZ5g"
"1.000","Pat想一道题","1C","2016-03-02 10:40:09","2016-03-02 11:40:09","","OTE6WdLIQlK7RcRlWrp5ow"
"1.833","预约科目四","4O","2016-03-02 08:30:46","2016-03-02 10:20:46","","vazfrVi1SbuaX6K8NiQfrA"
"0.333","时间统计","2PM","2016-03-01 22:40:36","2016-03-01 23:00:36","","cBYhPa-1RrS4M1TFVXcjcw"
"1.490","Pat及C++IDE","1C","2016-03-01 18:51:18","2016-03-01 20:20:43","","vjHb4djEQIKLu7q9-yKZpQ"
"2.017","Pat及C++IDE","1C","2016-03-01 15:29:51","2016-03-01 17:30:51","","8kTx-6ihTvW1f3Ve-MFotw"
"0.483","实习的事","4O","2016-03-01 15:00:51","2016-03-01 15:29:51","","PxX46IBFTIKHyrNSfEeeDw"
"1.000","银行补办","4O","2016-03-01 13:45:51","2016-03-01 14:45:51","","mhd6xhrPSsSGmU8izNpGRQ"
"0.333","恶习","4Pr","2016-03-01 13:10:51","2016-03-01 13:30:51","","tqgrxYgfR_6KV2a1IKhhbA"
"0.187","Pat看题","1C","2016-03-01 11:25:10","2016-03-01 11:36:23","","dQEmGfL0SVe9qCmUSZrbKQ"
"0.333","看电影","4E","2016-03-01 10:55:23","2016-03-01 11:15:23","","6lnWkwRIR9OAxiBdxwG0ww"
"1.917","评审回复","4BK","2016-03-01 08:45:56","2016-03-01 10:40:56","","7T8hO18DQ6uJz1UkoBV3yw"
"0.400","日记","2PM","2016-03-01 08:15:24","2016-03-01 08:39:24","","djTOaoSaSFu_yFBWC-zEeA"
"2.213","CashBus 整理Stack模型","1P","2016-02-29 21:17:31","2016-02-29 23:30:17","","H7cmyPHjRXuX3t1MKEWzlQ"
"0.750","看电视剧","4Pr","2016-02-29 20:15:17","2016-02-29 21:00:17","","MDBheMtSTZWe_1Y56q3Swg"
"1.333","CashBus 想着弄Stack模型，但状态差","1P","2016-02-29 18:40:28","2016-02-29 20:00:28","","nYOC0yr6TjuI30MX7VC5Ew"
"0.333","CashBus 想特征工程","1P","2016-02-29 17:00:27","2016-02-29 17:20:27","","4FXL5ES0Tne_4-h0akVQhg"
"1.206","论文回复","4BK","2016-02-29 15:48:05","2016-02-29 17:00:27","","FXSm6qXaSQCpiCD_vWshcg"
"1.399","论文回复","4BK","2016-02-29 13:56:33","2016-02-29 15:20:29","","esGJRKz3Qk-M8Tamq8fMvA"
"2.167","CashBus 分析参数","1P","2016-02-29 09:30:54","2016-02-29 11:40:54","","7cr55x98RSC_YYHRQ7l01A"
"0.583","看电视剧","4Pr","2016-02-29 08:50:47","2016-02-29 09:25:47","","vBB9YyoyRk2BnZF0s2j_Gw"
"1.000","想怎么提交","1P","2016-02-28 22:45:47","2016-02-28 23:45:47","","URkCMfsoTXuV7ztLJhLw4w"
"2.500","一边弄CashBus一边听课","3OL","2016-02-28 20:00:47","2016-02-28 22:30:47","","8N9Ti6WcRBaMOc2v1PEP_A"
"0.500","CashBus 模型融合","1P","2016-02-28 19:20:47","2016-02-28 19:50:47","","dqhz-VTtTH-oNmfK9U2D0w"
"2.000","跟老乡走","4O","2016-02-28 16:00:47","2016-02-28 18:00:47","","9d-xcNnMSe-Zp3EP-gc1ZA"
"1.000","CashBus 模型融合","1P","2016-02-28 15:00:47","2016-02-28 16:00:47","","WHd19MWzQgCNEI01Hcj0vA"
"0.833","跟老乡聊","4Pr","2016-02-28 14:00:30","2016-02-28 14:50:30","","pzaw1VfTQFal-90TTfhONQ"
"1.000","CashBus 模型融合","1P","2016-02-28 11:30:55","2016-02-28 12:30:55","","J9zWsuy-TbWe41fC0QTciA"
"0.467","瞎去弄一个leetcode","4Pr","2016-02-28 10:50:46","2016-02-28 11:18:46","","pAG0NQhFRvaSR3fGesNYrQ"
"0.500","CashBus 模型融合","1P","2016-02-28 10:20:46","2016-02-28 10:50:46","","ZIgMO9eoSyaRQSIx4NiQlA"
"0.333","CashBus 思考","1P","2016-02-28 09:45:23","2016-02-28 10:05:23","","IBNTrGD0Q1KzD0XQLOhjNQ"
"0.167","日记","2PM","2016-02-28 09:35:23","2016-02-28 09:45:23","","0VoM2HpLQoWX9iIbA9v4KQ"
"0.250","CashBus xgblinear","1P","2016-02-28 09:15:58","2016-02-28 09:30:58","","TnX5pskYTUyp2kcHlLn90A"
"0.500","手机欠费的事","4O","2016-02-28 08:40:58","2016-02-28 09:10:58","","cg5nsggKQVGQ9mlUMyIUyQ"
"2.500","CashBus 瞎想","1P","2016-02-27 20:30:58","2016-02-27 23:00:58","","KCbu5lgLS9G6Aq2zvex9XA"
"1.500","逛超市","4Pr","2016-02-27 18:30:58","2016-02-27 20:00:58","","jor0Ob_7SkOsJxESw5edig"
"0.500","CashBus ","1P","2016-02-27 16:50:17","2016-02-27 17:20:17","","QThGK5i3Q5eO_khrnONtng"
"1.517","看综艺节目","4E","2016-02-27 15:15:58","2016-02-27 16:46:58","","VuwEfohzQFeyBDU6oC--Ng"
"1.328","CashBus  瞎弄","1P","2016-02-27 13:41:11","2016-02-27 15:00:51","","qREbY-11TzGWcfj11Olubg"
"0.500","CashBus  svr和xgb linear","1P","2016-02-27 11:20:39","2016-02-27 11:50:39","","moKncXTYRqK4b6vsglFhag"
"1.500","评审回复","4BK","2016-02-27 09:30:39","2016-02-27 11:00:39","","8xytrkpzQgCMbs_fcM4RTg"
"0.667","CashBus  思考","1P","2016-02-27 08:40:14","2016-02-27 09:20:14","","zyo_eMIJQxWF5pbVZ7PhMA"
"0.250","日记","2PM","2016-02-27 08:25:14","2016-02-27 08:40:14","","Redhu-YmTFyoqwBrE0ZbBA"
"0.417","早晨来后琐事","4Pr","2016-02-27 08:00:14","2016-02-27 08:25:14","","PVosE3bXQ9CWWS9qeCBNvQ"
"2.000","CashBus ","1P","2016-02-26 21:30:23","2016-02-26 23:30:23","","zc07Zl1uSt-yY9Q88J4BGg"
"2.028","CashBus 弄得太慢","1P","2016-02-26 19:03:10","2016-02-26 21:04:52","","5JQN1ogrT-2tGKUHYQGteA"
"1.900","读论文及想怎么回答问题","4BK","2016-02-26 15:11:51","2016-02-26 17:05:52","","qsjN5Q-gQrikvtQ5CuR7cA"
"0.667","读论文","4BK","2016-02-26 14:15:42","2016-02-26 14:55:42","","dRXKcW08Ql-s0aCb7hgVoQ"
"0.333","看电视剧","4Pr","2016-02-26 13:55:35","2016-02-26 14:15:35","","l2J4Ih7mSTeI8_oK0B8dgA"
"1.333","CashBus整理代码","1P","2016-02-26 11:00:42","2016-02-26 12:20:42","","bVJkCtcwRD6_cRDV7yKlqg"
"0.667","大师姐来后，跟周围人扯淡","4Pr","2016-02-26 10:20:42","2016-02-26 11:00:42","","7dY3PWfBQg6nFAXaAhnZaQ"
"0.550","CashBus，瞎想","1P","2016-02-26 09:45:39","2016-02-26 10:18:39","","9zXyxvx7QUqTkv3NWup4Eg"
"0.333","日记","2PM","2016-02-26 09:10:39","2016-02-26 09:30:39","","fNNDOWRYQZGybRggfoJR2w"
"1.000","CashBus 模型调节","1P","2016-02-25 22:30:00","2016-02-25 23:30:00","","7vmQOxdARkWfmdb4y7wBvA"
"2.000","CashBus添加模型;状态差","1P","2016-02-25 19:30:45","2016-02-25 21:30:45","","m9H75O4WQOuCtziP7CsK0g"
"0.345","跟boss聊","4BK","2016-02-25 19:09:50","2016-02-25 19:30:32","","UdX2WSWMSgaRdiwkmkktEw"
"0.667","阅读评审意见","4BK","2016-02-25 18:20:20","2016-02-25 19:00:20","","4EE-exfuQrqauFfdWLi50g"
"0.167","CashBus 整理测试代码","1P","2016-02-25 18:10:20","2016-02-25 18:20:20","","XwRN6i-AQ0imMIEzIuovVw"
"0.667","CashBus 整理测试代码","1P","2016-02-25 16:20:44","2016-02-25 17:00:44","","WzMQHxYlT62li5wK8Ky8CA"
"2.367","CashBus 整理代码","1P","2016-02-25 13:40:39","2016-02-25 16:02:39","","V94nO61mS2WL8ZA0UL5MpA"
"0.417","看电视剧","4Pr","2016-02-25 12:50:49","2016-02-25 13:15:49","","CIb7eGaUQuS1kzN7-ECxHw"
"0.672","读论文","4BK","2016-02-25 11:13:46","2016-02-25 11:54:06","","Jlj2NUpfQOawFCtOBcVGlA"
"0.966","读论文","4BK","2016-02-25 09:53:06","2016-02-25 10:51:05","","Sqi90FouSkCyIsJc3Jpgvg"
"0.333","日记","2PM","2016-02-25 09:15:13","2016-02-25 09:35:13","","uvS1cfeSRvOryOIUk2TPsQ"
"0.417","早晨来后琐事","4Pr","2016-02-25 08:50:13","2016-02-25 09:15:13","","WGUQ5YuqQt2rvFdcVZ3ZMw"
"0.817","CashBus提交","1P","2016-02-24 23:10:29","2016-02-24 23:59:29","","yVJyO2TUQRqCuE8MMx0wpw"
"1.000","拆书战队","2R","2016-02-24 22:00:29","2016-02-24 23:00:29","","bzfUNCbESDeXtqsPgoGlvA"
"1.033","Python程序问题","1P","2016-02-24 20:30:47","2016-02-24 21:32:47","","CGjjs9E1QLGqFpxrBbDsRw"
"1.350","CashBus思路不清，浪费时间","1P","2016-02-24 19:00:10","2016-02-24 20:21:10","","l3NnVz20RD6MeD-iNkU6Pg"
"0.333","晚饭后瞎看","4Pr","2016-02-24 18:25:19","2016-02-24 18:45:19","","E2tz03K0TlmHtpi_QNefRA"
"2.501","Xu论文","4BK","2016-02-24 14:45:43","2016-02-24 17:15:48","","iNwC-Q4hTKqz7J6_p4nYvA"
"1.250","CashBus，符号值分析及运行","1P","2016-02-24 13:15:52","2016-02-24 14:30:52","","0Q8S-OAPR4eXj3L_tXD42Q"
